小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
泉舜信宇花园,"(海沧海沧生活区)海裕路217号到219号, 海沧区海裕路217-225号",25156,1999年建成 ,板楼,0.8元/平米/月,厦门康乐物业发展有限公司,厦门泉舜房地产开发有限公司,3栋,118户
海岸明珠花园,(海沧未来海岸北师大)建港路1号,28324,2000年建成 ,塔楼/塔板结合/平房,1.8元/平米/月,厦门海投物业有限公司,厦门金茗房地产开发有限公司,3栋,158户
祥和苑,(集美杏东)祥和苑,23877,1989年建成 ,板楼,0.8元/平米/月,无,厦门市杏林建设开发公司,6栋,140户
信诚VBO,(湖里高新技术园)岐山路14到16号,28859,2015年建成 ,板楼/塔板结合,3.3至5元/平米/月,诚意花园物业,信诚集团,6栋,438户
福裕花园,(海沧海沧生活区)沧元路10到72号,28782,2002年建成 ,板楼,1元/平米/月,厦门市住总物业管理有限公司,无开发商,3栋,139户
泰禾红门,(翔安新店)翔安区新店新兴街大榕树旁,27847,2012年建成 ,塔楼/板楼,1.75至2元/平米/月,福州泰禾物业管理有限公司厦门分公司,厦门泰禾新世界房地产开发有限公司,2栋,390户
金帝中洲滨海城,(同安环东海域)海城4路333号,29814,2000年建成 ,板楼,1.8元/平米/月,北京世邦魏理仕物业管理服务有限公司厦门分公司,厦门仁文建设有限公司,23栋,1268户
美地雅登四里,(翔安新店)新兴路美地雅登祥吴四里,30361,2008年建成 ,塔板结合,1.2元/平米/月,厦门市特房物业服务有限公司,厦门特房建设工程集团有限公司,17栋,200户
宁安里,"(集美杏林桥头)文达路16号, 集美区文达路16-20号",26317,1997年建成 ,板楼,0.8至1.1元/平米/月,厦门杏林兴发物业有限公司,厦门市杏林建设开发公司,11栋,431户
日东电厂生活小区,(集美杏南)日东电厂生活小区,23614,1983年建成 ,板楼,暂无信息,无物业管理服务,广州恒大,9栋,322户
万科城商业街,(海沧马銮湾东)万科城商业街,17464,2007年建成 ,板楼,3.5元/平米/月,厦门市万科物业服务有限公司,无开发商,3栋,746户
怡家园,"(集美杏南)怡家园, 集美区永丰里47-51号",23577,2005年建成 ,塔楼/板楼,0.8至1元/平米/月,厦门杏林兴发物业有限公司,厦门市杏林建设开发公司,6栋,456户
海晟颐翔湾,(翔安新店)翔安大道与祥福路交叉口东南,30802,2019年建成 ,板楼,2.6元/平米/月,怡家园(厦门)物业管理有限公司,厦门海晟房地产开发有限公司,7栋,369户
华论国际大厦,(翔安翔安新城)厦门市翔安区翔安大道东侧，翔城国际西侧,18430,2016年建成 ,板楼,4.5元/平米/月,厦门华菲物业管理有限公司,厦门市华论翔仁置业有限公司 ,1栋,768户
国际石材中心,(湖里高新技术园)厦门市湖里区钟岭路68号,25288,1980年建成 ,塔楼,4.5元/平米/月,厦门富善物业服务有限公司,厦门国际石材中心运营有限公司,1栋,643户
恒祥新苑,(湖里机场区)林后社777号,20005,2000年建成 ,板楼,1元/平米/月,厦门恒佳鑫物业管理有限公司,广州城建发地产,3栋,360户
泰禾红门天街,(翔安新店)翔安区新店镇新兴街,22492,2014年建成 ,板楼,2元/平米/月,福州泰禾物业管理有限公司厦门分公司,福州泰禾房地产开发有限公司,1栋,36户
华论国际大厦,(翔安翔安新城)厦门市翔安区翔安大道东侧，翔城国际西侧,18430,2016年建成 ,板楼,4.5元/平米/月,厦门华菲物业管理有限公司,厦门市华论翔仁置业有限公司 ,1栋,768户
杏信花园,"(集美杏南)日东路11号, 集美区日东路11号",24262,1994年建成 ,板楼,暂无信息,无物业管理服务,厦门市杏林建设开发公司,4栋,52户
源卓阁下的海,(湖里机场区)厦门自贸区空港片区（滨海大道与鳌山路交汇处）,28552,2017年建成 ,塔楼,暂无信息,暂无信息,  厦门源卓投资有限公司,2栋,767户
海晟颐翔湾,(翔安新店)翔安大道与祥福路交叉口东南,30802,2019年建成 ,板楼,2.6元/平米/月,怡家园(厦门)物业管理有限公司,厦门海晟房地产开发有限公司,7栋,369户
小坪水电大楼,(同安同安其它)北镇二里50-52号,21276,1992年建成 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,93户
九曜山家园,(同安同安其它)凤山路29号,17357,2010年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,104户
东坂花园,(海沧东孚)坂南路65号,14230,暂无信息 ,塔楼,暂无信息,暂无信息,暂无信息,3栋,4户
同祥物业小区,(同安同安其它)凤祥路同祥物业小区,16899,2001年建成 ,板楼,暂无信息,暂无信息,暂无信息,57栋,87户
华泰广场,(同安同安其它)南门里30-31号,16639,2001年建成 ,塔楼,暂无信息,无物业管理服务,暂无信息,5栋,76户
西环苑联社综合楼,(同安同安其它)银湖中路379号,14940,1996年建成 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,7户
西溪里208-211号,(同安同安其它)祥路街西溪里,12803,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,15户
园博公馆,(集美杏北)九天湖路园博公馆,16797,2018年建成 ,塔板结合,2.2元/平米/月,君邻物业,暂无信息,8栋,2251户
西安苑,(同安同安其它)西安路53号,17927,2002年建成 ,塔楼,暂无信息,暂无信息,暂无信息,2栋,92户
祥顺新村二期,(同安同安其它)较场路祥顺新村二期,24556,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,10栋,349户
佳业阳光大第,(同安同安其它)祥桥中路佳业阳光大第,16545,2005年建成 ,未知类型,1.2元/平米/月,暂无信息,暂无信息,29栋,268户
祥发楼,(同安同安其它)祥桥路祥发楼,17309,2001年建成 ,板楼,0.1元/平米/月,暂无信息,暂无信息,1栋,81户
同顺公寓,(同安同安其它)环城南路62号,18738,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
纺织东路,(集美杏东)纺织东路,23825,2014年建成 ,板楼,2元/平米/月,百世德物业,厦门建发集团有限公司,1栋,38户
马銮湾1号,(海沧马銮湾东)湾区核心岛（长庚医院西侧）,26259,2019年建成 ,板楼,3.5元/平米/月,金地物业,厦门稳投房地产开发有限公司,7栋,932户
纺织西路,(集美杏东)厦门市集美区纺织西路14之2号,24031,1992年建成 ,塔楼/板楼,0.9至1.1元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,7栋,177户
同安商会大厦,(同安同安区)同安商会大厦,11107,1997年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,62户
巷南路,(翔安马巷)翔安区巷南路99号601室,13502,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,11户
日东新村,(集美杏南)杏林西路日东新村,23313,1978年建成 ,塔楼/板楼,0.5元/平米/月,暂无信息,厦门市杏林建设开发公司,12栋,300户
杏林西路,(集美杏西)杏林西路,27298,1987年建成 ,塔板结合/平房,暂无信息,暂无信息, 大理耀鹏房地产开发有限责任公司,18栋,351户
禹洲香溪里3#地块,(同安同安其它)香溪北路禹洲香溪里3#地块,20417,2015年建成 ,塔楼/平房,2.2至2.5元/平米/月,暂无信息,暂无信息,11栋,264户
同城四季南座,(同安同安其它)凤岗路同城四季南座,24861,2012年建成 ,板楼,2.5元/平米/月,暂无信息,暂无信息,5栋,534户
荣发楼,"(海沧海沧生活区)福建省厦门市海沧区海发路128-134号, 海沧区海发路134号",25695,2000年建成 ,板楼,0.3元/平米/月,暂无信息,暂无信息,1栋,58户
银环佳园,(同安同安其它)银湖中路21号,13418,1996年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,21户
同安县电力公司职工住宅,(同安同安其它)城西路同安县电力公司职工住宅,12022,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,6栋,72户
东方新城A6组团,(翔安新店)详福一路东方新城A6组团,23244,2006年建成 ,塔板结合,0.7元/平米/月,国贸物业,"山东高速集团,绿城集团",7栋,67户
丁宜山庄,(集美环东海域)集美东路丁宜山庄,29065,1982年建成 ,板楼,5元/平米/月,无物业管理服务, 陕西亿润经贸有限公司 ,21栋,76户
凤岳楼,(同安同安其它)凤山路凤岳楼,13675,暂无信息 ,塔板结合,0.6元/平米/月,凤岳楼物业,暂无信息,2栋,25户
磐金锦绣江南,(同安同安其它)凤山路磐金锦绣江南,18954,2006年建成 ,板楼/塔板结合,0.8元/平米/月,新磐金物业管理公司,暂无信息,14栋,326户
日东新村,(集美杏南)杏林西路日东新村,23313,1978年建成 ,塔楼/板楼,0.5元/平米/月,暂无信息,厦门市杏林建设开发公司,12栋,300户
杏林西路,(集美杏西)杏林西路,27298,1987年建成 ,塔板结合/平房,暂无信息,暂无信息, 大理耀鹏房地产开发有限责任公司,18栋,351户
洋坂里,(同安同安其它)环城北路洋坂里,13404,1996年建成 ,未知类型,暂无信息,暂无信息,暂无信息,21栋,491户
西柯二小教师宿舍楼,(同安集美其它)丁字街西柯二小教师宿舍楼,14011,1997年建成 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,14户
后滨住宅区,(翔安马巷)翔安区巷南三里10-1,11688,1994年建成 ,板楼,暂无信息,暂无信息,暂无信息,4栋,12户
文康花园,(集美杏东)文康路311号,26165,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,69户
同安商会大厦,(同安同安区)同安商会大厦,11107,1997年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,62户
磐金文化城,(同安同安其它)同新北路251号,22993,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,16栋,471户
纺织西路,(集美杏东)厦门市集美区纺织西路14之2号,24031,1992年建成 ,塔楼/板楼,0.9至1.1元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,7栋,177户
同发大厦,(同安同安其它)朝元路3号,16104,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1栋,66户
陆丰安置房,(同安同安其它)陆丰里61号,21557,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,3栋,5户
联发欣悦学府,"(翔安马巷)印斗山六里25号, 翔安区印斗山五里2号",23385,2012年建成 ,塔楼/塔板结合,2至4.58元/平米/月,厦门联发集团物业管理有限公司,联发集团有限公司 ,9栋,542户
碧溪花园,(集美灌口)孙坂北路碧溪花园,19885,2017年建成 ,塔板结合,1.2元/平米/月,暂无信息,沈阳维士金盛房地产开发有限责任公司,16栋,863户
京口岩居住小区二期,(海沧未来海岸北师大)兴港路京口岩居住小区二期,21447,2007年建成 ,板楼,1.5元/平米/月,厦门市海投物业有限公司,厦门海投房地产有限公司 ,3栋,136户
海投尚书房,(海沧马銮湾中心片区)海沧区孚莲路与新阳大道交叉口,30041,2016年建成 ,塔楼,3.2元/平米/月,厦门海投物业有限公司,厦门海投房地产有限公司 ,7栋,744户
中铁花园,(同安同安其它)三秀街中铁花园,15525,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,5栋,48户
华骏国际大厦,(思明莲坂)槟榔路69号,24344,1998年建成 ,板楼,5元/平米/月,厦门中骏置业有限公司,建发房产,1栋,25户
西池二里,(同安同安其它)西池二里24号,15654,1995年建成 ,板楼,0.5元/平米/月,暂无信息,暂无信息,10栋,66户
佳鑫花园,(海沧东孚)天竺一里207,18206,2012年建成 ,塔楼,1.6元/平米/月,暂无信息,暂无信息,11栋,138户
后炉花园,(同安同安其它)后炉里42～43号,17226,2000年建成 ,板楼,暂无信息,暂无信息,暂无信息,5栋,170户
洪塘集资楼,(同安同安其它)厦门同安洪塘集资楼凤 山一里36号,12957,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,15户
瑞华商业城,(同安同安其它)环城北路134号,13997,2004年建成 ,未知类型,暂无信息,暂无信息,暂无信息,8栋,76户
珩崎一里,(集美灌口)集美大道珩崎一里,20057,2009年建成 ,板楼,2元/平米/月,厦门市安吉利家物业有限公司, 重庆汇东房地产开发有限公司,18栋,1323户
银城商厦,(同安同安其它)三秀北里7号,15769,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,10栋,117户
晶座公馆,(同安同安区)福建省厦门市同安区同集北路936-2号,9568,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
舒安里,(同安同安其它)舒安居2栋舒安里,15629,1987年建成 ,板楼,暂无信息,暂无信息,暂无信息,14栋,224户
和力花园,(同安同安其它)银湖中路和力花园,18549,1998年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,320户
新店集资楼,(同安同安其它)祥平里1-2号,13389,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,16户
同祥物业小区,(同安同安其它)凤祥路同祥物业小区,16899,2001年建成 ,板楼,暂无信息,暂无信息,暂无信息,57栋,87户
华泰广场,(同安同安其它)南门里30-31号,16639,2001年建成 ,塔楼,暂无信息,无物业管理服务,暂无信息,5栋,76户
西溪里208-211号,(同安同安其它)祥路街西溪里,12803,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,15户
祥发楼,(同安同安其它)祥桥路祥发楼,17309,2001年建成 ,板楼,0.1元/平米/月,暂无信息,暂无信息,1栋,81户
同城四季南座,(同安同安其它)凤岗路同城四季南座,24861,2012年建成 ,板楼,2.5元/平米/月,暂无信息,暂无信息,5栋,534户
园博公馆,(集美杏北)九天湖路园博公馆,16797,2018年建成 ,塔板结合,2.2元/平米/月,君邻物业,暂无信息,8栋,2251户
西安苑,(同安同安其它)西安路53号,17927,2002年建成 ,塔楼,暂无信息,暂无信息,暂无信息,2栋,92户
五甲里,(同安同安其它)环城东路五甲里,14828,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
后炉里,(同安同安其它)常青路57号,19179,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,5栋,55户
荣发楼,"(海沧海沧生活区)福建省厦门市海沧区海发路128-134号, 海沧区海发路134号",25695,2000年建成 ,板楼,0.3元/平米/月,暂无信息,暂无信息,1栋,58户
祥顺新村二期,(同安同安其它)较场路祥顺新村二期,24556,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,10栋,349户
佳业阳光大第,(同安同安其它)祥桥中路佳业阳光大第,16545,2005年建成 ,未知类型,1.2元/平米/月,暂无信息,暂无信息,29栋,268户
禹洲香溪里3#地块,(同安同安其它)香溪北路禹洲香溪里3#地块,20417,2015年建成 ,塔楼/平房,2.2至2.5元/平米/月,暂无信息,暂无信息,11栋,264户
同顺公寓,(同安同安其它)环城南路62号,18738,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,3户
西环苑联社综合楼,(同安同安其它)银湖中路379号,14940,1996年建成 ,未知类型,暂无信息,暂无信息,暂无信息,4栋,7户
杏林东路,(集美杏东)杏林路51,25670,1974年建成 ,板楼,0.5元/平米/月,暂无信息,厦门市杏林建设开发公司,26栋,323户
烧灰安置房,(同安同安区)双富路13号,14362,2006年建成 ,未知类型,暂无信息,暂无信息,暂无信息,2栋,114户
